Feedback Received Date,Feedback Description,User's Quote,Rating,URLs,Extension,Source,Focus Area,Shared to Airtable by
"September 28, 2018",Excelente ferramenta,Excelente ferramenta,5,https://wordpress.org/support/topic/excelente-ferramenta-11/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 28, 2018",Крутой прибомбас!,Всё круто!,5,https://wordpress.org/support/topic/%d0%ba%d1%80%d1%83%d1%82%d0%be%d0%b9-%d0%bf%d1%80%d0%b8%d0%b1%d0%be%d0%bc%d0%b1%d0%b0%d1%81/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 27, 2018",Excelente ferramenta,"Esta ferramenta é um dos melhores gerenciadores de e-commerce que existem.
Vale a pena investir na sua utilização",5,https://wordpress.org/support/topic/excelente-ferramenta-10/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 27, 2018",BEST,"I LIKE
	
		This topic was modified 5 years, 1 month ago by sgshop. Reason: PLS UPDATE",5,https://wordpress.org/support/topic/best-580/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 26, 2018",The best plugin ever,The best plugin ever,5,https://wordpress.org/support/topic/the-best-plugin-ever-46/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 25, 2018",the best plugin i ever seen,the best plugin i ever seen,5,https://wordpress.org/support/topic/the-best-plugin-i-ever-seen-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 24, 2018",good,"good, i’m a new man, but i work with wp very easy
	
		This topic was modified 5 years, 1 month ago by liltee91.",5,https://wordpress.org/support/topic/good-3820/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 24, 2018",Cool,This works well.,4,https://wordpress.org/support/topic/cool-763/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 23, 2018",Cool plugin,Woocommerce is one of the best. I love it…,5,https://wordpress.org/support/topic/cool-plugin-329/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 21, 2018",woocommerce rating,I like Woocommerce it’s easefull and Powerfull,5,https://wordpress.org/support/topic/woocommerce-rating-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 6, 2018",admin panel,Why not just not use one if we use the free version and remove the ads.,3,https://wordpress.org/support/topic/admin-panel-25/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 20, 2018","Best plugin ever, using it for 3 years","The quality of this plugin is the best ever that I have used. I am using it for 3 years, the developer updates plugin from time to time. If the author can give option to have OTP in the registration form and checkout form, this plugin cannot be beaten by any other sms plugin in woocommerce.",5,https://wordpress.org/support/topic/best-plugin-ever-using-it-for-3-years/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 19, 2018",Excellent,Excellent,5,https://wordpress.org/support/topic/excellent-6725/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 19, 2018",good,"thanhk
	
		This topic was modified 5 years, 1 month ago by vuladu.",5,https://wordpress.org/support/topic/good-3805/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 19, 2018",Excellent ecommerce product,Excellent ecommerce product with many plugins and features,5,https://wordpress.org/support/topic/excellent-ecommerce-product/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 18, 2018",Super shop!,This is the best shopping card plugin I ever had! Professional design and very comfortable interface. Simple integrations and fast support (btw)! Thank you very much!,5,https://wordpress.org/support/topic/super-shop/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 18, 2018",Cool plugin,Thanks for doing this!,5,https://wordpress.org/support/topic/cool-plugin-327/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 15, 2018",Very good,Thanks,5,https://wordpress.org/support/topic/very-good-3351/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 14, 2018",Great,"Good plugin
	
		This topic was modified 5 years, 1 month ago by max15895.",5,https://wordpress.org/support/topic/great-8534/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 25, 2018",Dangerous Plugin – you sign privacy away using it,"I was using WooCommerce with a site theme I purchased.  When I set up woocommerce on its own on a different site, I had to sign away my privacy by agreeing to use JetPack and WordPress.com – they monitor all my business, my web site.  YOU GIVE UP YOUR PRIVACY using WooCommerce and get to pay for the privilege.
BE VERY WARRY of this platform for payments.
Specifically – What Data Does Jetpack Sync?
As part of the required connection to WordPress.com, Jetpack syncs your site’s data to a shadow site on the WordPress.com servers.
To take advantage of the valuable features of Jetpack, certain information about the content, settings, and configuration of your site must be synced with our servers. This data begins to sync when Jetpack is installed and connected to WordPress.com.
We handle synced data under the terms of our Privacy Policy. and more and more data they keep about your business.
	
		This topic was modified 5 years, 1 month ago by whitepear.",1,https://wordpress.org/support/topic/dangerous-plugin-you-sign-privacy-away-using-it/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 14, 2018",Changes all the time,"CHanges all the time and documentation not always follow. Beside that the plugins that supposed to work with it also they miss to make compatible.
They fall way behind other e-commerce solutions. 
For instance, a lot of people has a problem with Stripe and SSL certificate issues they have not solved and people asked has not had an answer and ticket closed.",2,https://wordpress.org/support/topic/changes-all-the-time/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 13, 2018",Store of my dreams !,This is the most helpful and advanced store script that I ever had in my life! Thank you for your job!,5,https://wordpress.org/support/topic/store-of-my-dreams/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 12, 2018",good,good,5,https://wordpress.org/support/topic/good-3788/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 12, 2018",WooCommerce,very helpfull abd easy to use plugin.,5,https://wordpress.org/support/topic/woocommerce-419/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 12, 2018",Outstanding plugin,"Amazing plugin, if you want to turn your WordPress into an eCommerce site, look no further.",5,https://wordpress.org/support/topic/outstanding-plugin-123/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 11, 2018",Awesome Stuff,"Woocommerce is amazingly wonderful
	
		This topic was modified 5 years, 2 months ago by radasleeked.",5,https://wordpress.org/support/topic/awesome-stuff-29/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 11, 2018",Best Online Store Plugin,the best plugin to build up your own online store . Thanks Woocommerce team!,5,https://wordpress.org/support/topic/best-online-store-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 10, 2018",Great Support and Customer Service,"I was looking for a way to sell my photography from my website and heard WooCommerce was good plugin to consider. I downloaded the plug-in and eventually purchased one of their add-ons. 
I had a few different technical challenges and contacted their support a few time. Both their email and online chat support were considerate and helpful. After several communicating with the support team they suggested that what I wanted to do could easily be done with their free version. Not only did they tell me I just needed the free version, they voluntarily refunded my money! Awesome!",5,https://wordpress.org/support/topic/great-support-and-customer-service-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 10, 2018",amazinggggg,"loved it
	
		This topic was modified 5 years, 2 months ago by glamworld123.",5,https://wordpress.org/support/topic/amazinggggg-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 10, 2018",Superb!,What else can i say? it’s flawlessly working,5,https://wordpress.org/support/topic/superb-562/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 10, 2018",fantastic,"logical, easy to follow and expansive. Definitely recommend to anyone, regardless of experience. Mine was nil.",5,https://wordpress.org/support/topic/fantastic-1920/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 8, 2018",best,good tool for e-commerce,5,https://wordpress.org/support/topic/best-571/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 8, 2018",Perfect,Works very good!,5,https://wordpress.org/support/topic/perfect-5379/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 8, 2018",Best shop platform ever,"Woocommerce is the best shop platform. It’s easy to use and modify, SEO friendly. And they contanstantly add new features.
The plugins could be a little cheaper though. For the Eastern Europe users they are pretty expensive.",5,https://wordpress.org/support/topic/best-shop-platform-ever/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 8, 2018",Great App!,"Helped me to setup my ecommerce portal in hours!
	
		This topic was modified 5 years, 2 months ago by Parthipan.",5,https://wordpress.org/support/topic/great-app-320/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 6, 2018",thankyou,thankyou,5,https://wordpress.org/support/topic/thankyou-13/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 6, 2018",Almost perfect :-),Almost perfect 🙂,4,https://wordpress.org/support/topic/almost-perfect-360/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 6, 2018",très bien,"je trouve que woocommerce est bien et adapter au developeur
	
		This topic was modified 5 years, 2 months ago by huggue.",4,https://wordpress.org/support/topic/tres-bien-61/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 5, 2018",Great!!!,Really helpful.,5,https://wordpress.org/support/topic/great-8497/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 5, 2018",Cool Plugin,Just starting out not too sure yet.,3,https://wordpress.org/support/topic/cool-plugin-323/,WooCommerce,.org Product Review,TBD,.org review harvester
